include	status	name	cat	variants	flags	replaces	near	source_title	url
y	new	British Royal Navy 0000s White Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Royal Navy White Long Sleeve Shirt	https://lambrino.co.uk/products/british-royal-navy-white-long-sleeve-shirt
y	new	British Royal Navy 0000s Windproof Jacket	Jackets / Shirts	1	date-unknown			British Royal Navy Windproof Jacket - Medium 170/100	https://lambrino.co.uk/products/british-royal-navy-windproof-jacket
y	new	British Royal Navy 0000s Women's Blue Cardigan Jacket	Jackets / Shirts	1	date-unknown,type-from-product-type			British Royal Navy Women's Blue Cardigan - Medium 96cm	https://lambrino.co.uk/products/british-royal-navy-womens-blue-cardigan
y	new	British Royal Navy 0000s Women's Class II Sailor's Jumper	Jackets / Shirts	3	date-unknown			British Royal Navy Women's Class II Jumper Sailor's Top - Medium 96R	https://lambrino.co.uk/products/british-royal-navy-class-ii-jumper-sailors-top-24
y	new	British Royal Navy 0000s Women's Class II White Middy Shirt	Jackets / Shirts	1	date-unknown			British Royal Navy Women's Class II White Middy Shirt	https://lambrino.co.uk/products/british-royal-navy-womens-class-ii-white-middy-shirt
y	new	British Royal Navy 0000s Women's Class II White Sailor's Jumper	Jackets / Shirts	8	date-unknown			British Royal Navy Women's Class II White Jumper Sailor's Top - Small	https://lambrino.co.uk/products/british-royal-navy-womens-class-ii-white-jumper-sailors-top-7
y	new	British Royal Navy 0000s Women's No.1 Class 1 Dress Jacket	Jackets / Shirts	2	date-unknown			British Royal Navy Women's No1 Class 1 Dress Jacket - X Small	https://lambrino.co.uk/products/british-royal-navy-womens-no1-class-1-dress-jacket-1
y	new	British Royal Navy 0000s Women's Officer's No.1B Class 1 Dress Jacket	Jackets / Shirts	3	date-unknown			British Royal Navy Women's Officer's No 1B Class 1 Dress Jacket - Small 84S	https://lambrino.co.uk/products/british-royal-navy-womens-officers-no-1b-class-1-dress-jacket
y	new	British Royal Navy 0000s Women's Tropical No. 1BW Bush Jacket	Jackets / Shirts	1	date-unknown			British Royal Navy Women's Tropical No. 1BW Bush Jacket - Medium	https://lambrino.co.uk/products/british-royal-navy-womens-tropical-no-1bw-bush-jacket-1
y	new	British Royal Navy 0000s Women's Tropical No. 1BW Bush with Jacket	Jackets / Shirts	1	date-unknown			British Royal Navy Women's Tropical No. 1BW Bush Jacket w/ Belt - Medium 92L	https://lambrino.co.uk/products/british-royal-navy-womens-tropical-no-1bw-bush-jacket
y	new	British Royal Navy 0000s Women's Tropical No. 2BW Mess Dress Viscose Jacket	Jackets / Shirts	1	date-unknown			British Royal Navy Women's Tropical No. 2BW Mess Dress Jacket - Medium 96R	https://lambrino.co.uk/products/british-royal-navy-womens-tropical-no-2bw-mess-dress-jacket-1
y	new	British Royal Navy 0000s Women's Tropical No. 2BW Mess Dress Wool Jacket	Jackets / Shirts	1	date-unknown			British Royal Navy Women's Tropical No. 2BW Mess Dress Jacket - Small	https://lambrino.co.uk/products/british-royal-navy-womens-tropical-no-2bw-mess-dress-jacket
y	new	British Royal Navy 0000s Women's WRNS Diagonal Serge Black Blazer Jacket	Jackets / Shirts	4	date-unknown,type-from-product-type			British Royal Navy Women's WRNS Diagonal Serge Black Blazer - X Small SIZE 1	https://lambrino.co.uk/products/british-royal-navy-womens-wrns-diagonal-serge-black-blazer-3
y	new	British Royal Navy 0000s Wool Crew Neck Jumper	Jackets / Shirts	17	date-unknown			British Royal Navy Wool Crew Neck Pullover Jersey Jumper - Large	https://lambrino.co.uk/products/british-royal-navy-wool-crew-neck-pullover-jersey-jumper-8
y	new	British Royal Navy 0000s Wool RISGS GGS V Neck Jumper	Jackets / Shirts	1	date-unknown			British Royal Navy Wool RISGS & GGS V Neck Pullover Jersey Jumper - 100cm	https://lambrino.co.uk/products/british-royal-navy-wool-risgs-ggs-v-neck-pullover-jersey-jumper
y	new	British Royal Navy 0000s Wool V Neck Jumper	Jackets / Shirts	6	date-unknown			British Royal Navy Wool V Neck Pullover Jersey Jumper - Large 106cm	https://lambrino.co.uk/products/british-royal-navy-wool-v-neck-pullover-jersey-jumper-4
y	new	British Royal Navy 1940s Black Mess Dress Waistcoat	Jackets / Shirts	1				British Royal Navy Black 40s Mess Dress Waistcoat - Large	https://lambrino.co.uk/products/british-royal-navy-black-mess-dress-waistcoat
y	new	British Royal Navy 1940s Black Wool Greatcoat	Jackets / Shirts	1				British Royal Navy WW2 40s Black Wool Greatcoat - Medium	https://lambrino.co.uk/products/british-royal-navy-40s-black-wool-greatcoat
y	new	British Royal Navy 1940s Class II Black Sailor's Jumper	Jackets / Shirts	1				British Royal Navy 40s Class II Black Jumper Sailor's Top - Small	https://lambrino.co.uk/products/british-royal-navy-40s-class-ii-black-jumper-sailors-top
y	new	British Royal Navy 1940s Class II White Sailor's Jumper	Jackets / Shirts	2				British Royal Navy 40s Class II White Jumper Sailor's Top - Small	https://lambrino.co.uk/products/british-royal-navy-40s-class-ii-white-jumper-sailors-top
y	new	British Royal Navy 1940s Merchant RNR Black Dress Blazer Jacket	Jackets / Shirts	1				British Merchant Navy / RNR 40s Black Dress Blazer Jacket - Large	https://lambrino.co.uk/products/british-merchant-navy-40s-black-dress-blazer-jacket
y	new	British Royal Navy 1940s Mess Dress Jacket	Jackets / Shirts	1				British Royal Navy 40s WW2 Mess Dress Jacket - Small	https://lambrino.co.uk/products/british-royal-navy-40s-ww2-mess-dress-jacket
y	new	British Royal Navy 1950s Merchant Officer's Tropical Jacket	Jackets / Shirts	1				British Merchant Navy 50s Officer's Tropical Jacket - Large	https://lambrino.co.uk/products/british-merchant-navy-50s-officers-tropical-jacket
y	new	British Royal Navy 1950s Merchant Officer's Tropical Safari Jacket	Jackets / Shirts	1				British Merchant Navy 50s Officer's Tropical Safari Jacket - Medium	https://lambrino.co.uk/products/british-merchant-navy-50s-officers-tropical-safari-jacket
y	new	British Royal Navy 1950s Merchant Officer's Tropical Short Sleeve Shirt	Jackets / Shirts	9				British Merchant Navy 50s Officer's Tropical Short Sleeve Shirt - Large	https://lambrino.co.uk/products/british-merchant-navy-50s-officers-tropical-short-sleeve-shirt-8
y	new	British Royal Navy 1950s No.2B Mess Dress Jacket	Jackets / Shirts	1				British Royal Navy 50s No. 2B Mess Dress Jacket - Medium	https://lambrino.co.uk/products/british-royal-navy-50s-no-2b-mess-dress-jacket
y	new	British Royal Navy 1960s Black Wool Greatcoat	Jackets / Shirts	1				British Royal Navy 60s Black Wool Greatcoat - Small	https://lambrino.co.uk/products/british-royal-navy-60s-black-wool-greatcoat
y	new	British Royal Navy 1960s Blue Serge Sailor's Coat	Jackets / Shirts	1				British Royal Navy 60s Blue Serge Coat Sailor's Top - Medium	https://lambrino.co.uk/products/british-royal-navy-60s-blue-serge-coat-sailors-top
y	new	British Royal Navy 1960s Merchant Black Dress Blazer Jacket	Jackets / Shirts	1				British Merchant Navy 60s Black Dress Blazer Jacket - Large	https://lambrino.co.uk/products/british-merchant-navy-black-dress-blazer-jacket-5
y	new	British Royal Navy 1960s Merchant Black Dress Uniform Set Jacket	Jackets / Shirts	1	type-from-product-type			British Merchant Navy 60s Black Dress Uniform Set - Large	https://lambrino.co.uk/products/british-merchant-navy-60s-black-dress-uniform-set
y	new	British Royal Navy 1960s Merchant Regimental Jacket	Jackets / Shirts	1				British Merchant Navy 60s Regimental Jacket - Large	https://lambrino.co.uk/products/british-army-60s-regimental-jacket
y	new	British Royal Navy 1960s No.1 Dress Jacket	Jackets / Shirts	1	type-from-product-type			British Royal Navy 60s No. 1 Dress - Royal Fleet Auxiliary - Large	https://lambrino.co.uk/products/british-royal-navy-60s-no-1-dress-royal-fleet-auxiliary
y	new	British Royal Navy 1970s Black Dress Blazer Jacket	Jackets / Shirts	1				British Royal Navy 70s Black Dress Blazer Jacket - X Large	https://lambrino.co.uk/products/british-royal-navy-black-dress-blazer-jacket
y	new	British Royal Navy 1970s Blue Cotton Long Sleeve Shirt	Jackets / Shirts	1				British Royal Navy Mens 72 Pattern Blue Cotton Shirt Long Sleeve - Large	https://lambrino.co.uk/products/british-royal-navy-72-pattern-working-mans-blue-long-sleeve-shirt-2
y	new	British Royal Navy 1970s Dress Jacket	Jackets / Shirts	1				British Royal Navy 70s Dress Jacket - Royal Fleet Auxiliary - Large	https://lambrino.co.uk/products/british-royal-navy-70s-dress-jacket-royal-fleet-auxiliary
y	new	British Royal Navy 1970s Mess Dress Jacket	Jackets / Shirts	1				British Royal Navy 70s Mess Dress Jacket - Royal Fleet Auxiliary - Large	https://lambrino.co.uk/products/british-royal-navy-70s-rfa-mess-dress-jacket-1
y	new	British Royal Navy 1970s Officers Windproof Jacket	Jackets / Shirts	1				British Royal Navy 70s Officers Windproof Jacket - Medium	https://lambrino.co.uk/products/british-royal-navy-70s-officers-windproof-jacket
y	new	British Royal Navy 1970s Working Man's Blue Long Sleeve Cotton Shirt	Jackets / Shirts	1				British Royal Navy 72 Pattern Working Man's Blue Long Sleeve Shirt - Medium	https://lambrino.co.uk/products/british-royal-navy-72-pattern-working-mans-blue-long-sleeve-shirt
y	new	British Royal Navy 1970s Working Man's Blue Long Sleeve Polyester Shirt	Jackets / Shirts	1				British Royal Navy 72 Pattern Working Man's Blue Long Sleeve Shirt - Medium 38/40	https://lambrino.co.uk/products/british-royal-navy-72-pattern-working-mans-blue-long-sleeve-shirt-1
y	new	British Royal Navy 1970s Working Woman's Blue Long Sleeve Cotton Shirt	Jackets / Shirts	1				British Royal Navy 72 Pattern Working Woman's Blue Long Sleeve Shirt - Small 34/92	https://lambrino.co.uk/products/british-royal-navy-72-pattern-working-womans-blue-long-sleeve-shirt
y	new	British Royal Navy 1970s Working Woman's Blue Long Sleeve Polyester Shirt	Jackets / Shirts	1				British Royal Navy 72 Pattern Working Woman's Blue Long Sleeve Shirt - Medium 36/100	https://lambrino.co.uk/products/british-royal-navy-72-pattern-working-womans-blue-long-sleeve-shirt-1
y	new	British Royal Navy 1980s Class II Sailor's Jumper	Jackets / Shirts	3				British Royal Navy 80s Class II Jumper Sailor's Top - Medium	https://lambrino.co.uk/products/british-royal-navy-class-ii-jumper-sailors-top-11
y	new	British Royal Navy 1980s No.7 Mess Dress Uniform Jacket	Jackets / Shirts	1	type-from-product-type			British Royal Navy 80s No. 7 Mess Dress Uniform - Medium	https://lambrino.co.uk/products/british-royal-navy-80s-no-7-mess-dress-uniform
y	new	British Royal Navy 1980s No.7 Mess Dress Waistcoat	Jackets / Shirts	1				British Royal Navy 80s No. 7 Mess Dress Waistcoat - Medium	https://lambrino.co.uk/products/british-royal-navy-no-7-mess-dress-waistcoat
y	new	British Royal Navy 1980s Windproof Jacket	Jackets / Shirts	1				British Royal Navy 80s Windproof Jacket - Medium 190/100	https://lambrino.co.uk/products/british-royal-navy-windproof-jacket-1
y	new	British Royal Navy 2010s Commando Warm Weather Combat Jacket	Jackets / Shirts	1				British Army MTP Camouflage Warm Weather Combat Jacket - Royal Navy Commando	https://lambrino.co.uk/products/british-army-mtp-camouflage-warm-weather-combat-jacket
y	new	British Royal Navy 2010s Warm Weather Combat Jacket	Jackets / Shirts	1				British Army MTP Camouflage Warm Weather Combat Jacket - Royal Navy - Large 190/112	https://lambrino.co.uk/products/british-army-mtp-camouflage-warm-weather-combat-jacket-royal-navy
y	new	British Tri-Services 0000s Blue PTI Tracksuit Jacket	Jackets / Shirts	30	date-unknown			British Army / Tri-Services Navy Blue PTI Tracksuit Top Jacket - X Large 190/116	https://lambrino.co.uk/products/british-army-tri-services-navy-blue-pti-tracksuit-top-jacket-17
y	new	British Tri-Services 0000s Dentist's Scrubs Blue Tunic	Jackets / Shirts	1	date-unknown			British Army Dentist's Tunic Scrubs Blue Tri Services - Large 104cm	https://lambrino.co.uk/products/british-army-dentists-tunic-scrubs-blue-tri-services
y	new	British Army 0000s Revision Safety Glasses Padded Carry Case	Pouches / Cases	1	date-unknown			British Army Revision Safety Glasses Padded Carry Case	https://lambrino.co.uk/products/british-army-revision-safety-glasses-padded-carry-case
y	new	British Army 0000s Women's Brown Leather Handbag Field Gear	Sleep / Shelter / Field	1	date-unknown,type-from-product-type			British Army Women's Brown Leather Handbag	https://lambrino.co.uk/products/british-army-womens-brown-leather-handbag
y	new	British Army 1950s 73 x 33.5 Tent Sheet Field Gear	Sleep / Shelter / Field	1	type-from-product-type			British Army 50s Tent Sheet - 73 x 33.5"	https://lambrino.co.uk/products/british-army-50s-ground-sheet
y	new	British Army 1970s Mesh Scrim Net Cover 32 x 56 Field Gear	Sleep / Shelter / Field	9	type-from-product-type,fabric-unknown			British Army 70s Mesh Scrim Net Cover 32 x 56"	https://lambrino.co.uk/products/british-army-70s-mesh-scrim-net-cover-4
y	new	British Army 1970s Mesh Scrim Net Cover 40 x 52 Field Gear	Sleep / Shelter / Field	1	type-from-product-type,fabric-unknown			British Army 70s Mesh Scrim Net Cover 40 x 52"	https://lambrino.co.uk/products/british-army-70s-mesh-scrim-net-cover-1
y	new	British Army 0000s 1950's Footguards No.1 Blues Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army 1950's Footguards No 1 Blues Dress Trousers - W33 L31	https://lambrino.co.uk/products/british-army-1950s-footguards-no-1-blues-dress-trousers
y	new	British Army 0000s 1960's Footguards No.1 Blues Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army 1960's Footguards No 1 Blues Dress Trousers - W33 L28.5	https://lambrino.co.uk/products/british-army-1960s-footguards-no-1-blues-dress-trousers
y	new	British Army 0000s 1960's Life Guards O. R. No.1 Blues Dress Cavalry Trousers	Trousers / Coveralls	1	date-unknown			British Army 1960's Life Guards O. R. No 1 Blues Dress Cavalry Trousers - W32 L29	https://lambrino.co.uk/products/british-army-1960s-life-guards-no-1-blues-dress-cavalry-trousers-w
y	new	British Army 0000s 1980 No.2 Khaki Green Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army 1980 Pattern No. 2 Khaki Green Dress Trousers - W31 L37.5	https://lambrino.co.uk/products/british-army-1980-pattern-no-2-khaki-green-dress-trousers
y	new	British Army 0000s 1980's DPM No.1 NBC Mk IIIB Protective Trousers	Trousers / Coveralls	1	date-unknown			British Army 1980's DPM Camouflage No.1 NBC Mk IIIB Protective Trousers - 180/100	https://lambrino.co.uk/products/british-army-1980s-dpm-camouflage-no-1-nbc-mk-iiib-protective-trousers
y	new	British Army 0000s 1980's Olive Drab OD No.1 NBC Mk IV Protective Trousers	Trousers / Coveralls	2	date-unknown			British Army 1980's Olive Drab OD No.1 NBC Mk IV Protective Trousers - 180/100	https://lambrino.co.uk/products/british-army-1980s-olive-drab-od-no-1-nbc-mk-iv-protective-trousers-1
y	new	British Army 0000s 3 Pack Undershorts Anti Microbial Black Trousers	Trousers / Coveralls	1	date-unknown,type-from-product-type			British Army Undershorts Anti-Microbial Black - 3 Pack - Large	https://lambrino.co.uk/products/british-army-undershorts-anti-microbial-black-3-pack
y	new	British Army 0000s 36 Woodland DPM MVP Waterproof Trousers	Trousers / Coveralls	1	date-unknown,fabric-unknown			British Army Woodland DPM Camouflage MVP Waterproof Trousers  Shorts - W32-36	https://lambrino.co.uk/products/british-army-woodland-dpm-camouflage-mvp-waterproof-trousers-shorts
y	new	British Army 0000s 90 Desert DPM Combat Trousers	Trousers / Coveralls	2	date-unknown			British Army Desert DPM Camouflage Combat Trousers - 90 Pattern - W33 L31	https://lambrino.co.uk/products/british-army-desert-dpm-camouflage-combat-trousers-90-pattern
y	new	British Army 0000s Assault Suit Black Coverall	Trousers / Coveralls	2	date-unknown			British Army Assault Suit Coverall Black - Medium	https://lambrino.co.uk/products/british-army-assault-suit-coverall-black-1
y	new	British Army 0000s Barrack Dress Green Trousers	Trousers / Coveralls	8	date-unknown			British Army Barrack Dress Green Trousers - W34 L29	https://lambrino.co.uk/products/british-army-barrack-dress-green-trousers-6
y	new	British Army 0000s Beaufort Boat Operator Immersion Suit Trousers	Trousers / Coveralls	1	date-unknown,type-from-product-type			British Army Beaufort Boat Operator Immersion Suit - Large 180/104	https://lambrino.co.uk/products/british-army-beaufort-mk20a-immersion-suit-1
y	new	British Army 0000s Beaufort MK20A Immersion Suit Trousers	Trousers / Coveralls	1	date-unknown,type-from-product-type			British Army Beaufort MK20A Immersion Suit - Small	https://lambrino.co.uk/products/british-army-beaufort-mk20a-immersion-suit
y	new	British Army 0000s Black Fatigue Work Trousers	Trousers / Coveralls	1	date-unknown			British Army Black Fatigue Work Trousers - W28 L27.5	https://lambrino.co.uk/products/british-army-black-fatigue-work-trousers
y	new	British Army 0000s Combie Beaufort Green Thermal Protection Garment Onesie Trousers	Trousers / Coveralls	7	date-unknown,type-from-product-type			British Army Beaufort Green Thermal Protection Garment Onesie - Combie - Medium	https://lambrino.co.uk/products/british-army-beaufort-green-thermal-protection-garment-onesie-combie-6
y	new	British Army 0000s Cotton Work Olive Green Coveralls	Trousers / Coveralls	2	date-unknown			British Army Cotton Work Coveralls Olive Green - Medium 180/100	https://lambrino.co.uk/products/british-army-cotton-work-coveralls-olive-green-1
y	new	British Army 0000s Cotton Work Olive Green with Patch Coveralls	Trousers / Coveralls	1	date-unknown			British Army Cotton Work Coveralls Olive Green w/ Patch - Medium 180/100	https://lambrino.co.uk/products/british-army-cotton-work-coveralls-olive-green-w-patch-medium-180-100
y	new	British Army 0000s DPM Waterproof Trousers	Trousers / Coveralls	1	date-unknown,fabric-unknown			British Army DPM Camouflage Waterproof Trousers - W36 L27	https://lambrino.co.uk/products/british-army-dpm-camouflage-waterproof-trousers
y	new	British Army 0000s Extreme Cold Weather Trouser Liner Trousers	Trousers / Coveralls	6	date-unknown,type-from-product-type			British Army Extreme Cold Weather Trouser Liner - W34 L29	https://lambrino.co.uk/products/british-army-extreme-cold-weather-trouser-liner-w
y	new	British Army 0000s Footguards 1959 Sergeant Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army Footguards 1959 Pattern Sergeant Dress Trousers - W35 L33	https://lambrino.co.uk/products/british-army-footguards-1959-pattern-sergeant-dress-trousers
y	new	British Army 0000s Footguards Cavalry No.1 Blues Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army Footguards Cavalry No 1 Blues Dress Trousers - W41 L33	https://lambrino.co.uk/products/british-army-footguards-cavalry-no-1-blues-dress-trousers
y	new	British Army 0000s Footguards No.1 Blues Dress Cavalry Trousers	Trousers / Coveralls	7	date-unknown			British Army Footguards No 1 Blues Dress Cavalry Trousers - W29 L27.5	https://lambrino.co.uk/products/british-army-footguards-no-1-blues-dress-cavalry-trousers-2
y	new	British Army 0000s Footguards No.1 Blues Dress R F Musicians Trousers	Trousers / Coveralls	2	date-unknown			British Army Footguards No 1 Blues Dress R & F Musicians Trousers - W32 L34	https://lambrino.co.uk/products/british-army-footguards-no-1-blues-dress-r-f-musicians-trousers-w
y	new	British Army 0000s Footguards No.1 Blues Dress Sergeant R F Musicians Trousers	Trousers / Coveralls	1	date-unknown			British Army Footguards No 1 Blues Dress Sergeant R & F Musicians Trousers - W33 L34	https://lambrino.co.uk/products/british-army-footguards-no-1-blues-dress-sergeant-r-f-musicians-trousers
y	new	British Army 0000s Footguards No.1 Blues Dress Trousers	Trousers / Coveralls	7	date-unknown			British Army Footguards No 1 Blues Dress Trousers - W31 L29	https://lambrino.co.uk/products/british-army-footguards-no-1-blues-dress-trousers-2
y	new	British Army 0000s Footguards Officers Dress Overalls	Trousers / Coveralls	2	date-unknown			British Army Footguards Officers Overalls Dress Trousers - W35 L31	https://lambrino.co.uk/products/british-army-footguards-officers-overalls-dress-trousers-1
y	new	British Army 0000s Footguards Officers' Black Red Stripe Trousers	Trousers / Coveralls	1	date-unknown			British Army Footguards Officers' Black Red Stripe Trousers - W36 L32.5	https://lambrino.co.uk/products/british-army-footguards-officers-black-red-stripe-trousers
y	new	British Army 0000s Footguards Sergeant Dress Trousers	Trousers / Coveralls	2	date-unknown			British Army Footguards Sergeant Dress Trousers - W38 L34.5	https://lambrino.co.uk/products/british-army-footguards-sergeant-dress-trousers-1
y	new	British Army 0000s Height Snow Over Trousers	Trousers / Coveralls	1	date-unknown			British Army Snow Camouflage Over Trousers - Height 180cm	https://lambrino.co.uk/products/british-army-snow-camouflage-over-trousers-1
y	new	British Army 0000s Irish Guards No.1 Dress Black Trousers	Trousers / Coveralls	1	date-unknown			British Army No. 1 Dress Black Trousers - Irish Guards - W44 L33	https://lambrino.co.uk/products/british-army-no-1-dress-black-trousers-irish-guards
y	new	British Army 0000s Johns Drawers Thermal Olive Green Trousers	Trousers / Coveralls	3	date-unknown,type-from-product-type			British Army Long Johns Drawers Thermal Olive Green - Medium	https://lambrino.co.uk/products/british-army-long-johns-drawers-thermal-olive-green-medium
y	new	British Army 0000s L Footguards No.1 Blues Dress Cavalry Trousers	Trousers / Coveralls	1	date-unknown			British Army Footguards No 1 Blues Dress Cavalry Trousers - W34 L	https://lambrino.co.uk/products/british-army-footguards-no-1-blues-dress-cavalry-trousers-w
y	new	British Army 0000s Light Infantry Rifles No.1 Blues Dress Trousers	Trousers / Coveralls	13	date-unknown			British Army No1 Blues Dress Trousers - Light Infantry / Rifles - W33 L30	https://lambrino.co.uk/products/british-army-no1-blues-dress-trousers-light-infantry-rifles-w-4
y	new	British Army 0000s Longie Beaufort Green Thermal Protection Garment Onesie Trousers	Trousers / Coveralls	4	date-unknown,type-from-product-type			British Army Beaufort Green Thermal Protection Garment Onesie - Longie - Medium	https://lambrino.co.uk/products/british-army-beaufort-green-thermal-protection-garment-onesie-longie-2
y	new	British Army 0000s MVP Petroleum Protective Salopettes	Trousers / Coveralls	1	date-unknown,fabric-unknown			British Army MVP Petroleum Protective Salopettes - W36 L28	https://lambrino.co.uk/products/british-army-mvp-petroleum-protective-salopettes
y	new	British Army 0000s Moss Bros. No.1 Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army Vintage Moss Bros. No. 1 Dress Trousers - W36 L29.5	https://lambrino.co.uk/products/british-army-vintage-moss-bros-no-1-dress-trousers
y	new	British Army 0000s No.1 Blues Dress Trousers	Trousers / Coveralls	10	date-unknown			British Army No 1 Blues Dress Trousers - W30 L30	https://lambrino.co.uk/products/british-army-no-1-blues-dress-trousers-w
y	new	British Army 0000s No.1 Dress All Ranks Trousers	Trousers / Coveralls	4	date-unknown			British Army No 1 Dress All Ranks Trousers - W33 L28	https://lambrino.co.uk/products/british-army-no-1-dress-all-ranks-trousers-2
y	new	British Army 0000s No.1 Dress Blue O.R. All Ranks Trousers	Trousers / Coveralls	2	date-unknown			British Army No. 1 Dress Trousers Blue O.R. All Ranks - W38 L32	https://lambrino.co.uk/products/british-army-no-1-dress-trousers-blue-o-r-all-ranks
y	new	British Army 0000s No.1 Dress Footguards All Ranks Trousers	Trousers / Coveralls	1	date-unknown			British Army No. 1 Dress Trousers Footguards All Ranks - W28 L29	https://lambrino.co.uk/products/british-army-no-1-dress-trousers-all-ranks-1
y	new	British Army 0000s No.1 Dress Footguards OR Trousers	Trousers / Coveralls	2	date-unknown			British Army No 1 Dress Footguards OR Trousers - W42 L29	https://lambrino.co.uk/products/british-army-no-1-dress-footguards-or-trousers-w
y	new	British Army 0000s No.1 Dress Footguards R F Musician's 59 Trousers	Trousers / Coveralls	1	date-unknown			British Army No 1 Dress Footguards R&F Musician's 59 Pattern Trousers - W34 L29	https://lambrino.co.uk/products/british-army-no-1-dress-footguards-r-f-musicians-59-pattern-trousers
y	new	British Army 0000s No.1 Dress Footguards Sergeant Musician's R F Trousers	Trousers / Coveralls	1	date-unknown			British Army No 1 Dress Footguards Sergeant Musician's R&F Trousers - W33 L32	https://lambrino.co.uk/products/british-army-no-1-dress-footguards-sergeant-musicians-r-f-trousers
y	new	British Army 0000s No.1 Dress Footguards Trousers	Trousers / Coveralls	1	date-unknown			British Army No1 Dress Footguards Trousers - W41 L27.5	https://lambrino.co.uk/products/british-royal-marines-no1-blues-dress-trousers-w-4
y	new	British Army 0000s No.1 Dress Footguards WO Musician's R F Trousers	Trousers / Coveralls	3	date-unknown			British Army No 1 Dress Footguards WO Musician's R&F Trousers - W34 L33.5	https://lambrino.co.uk/products/british-army-no-1-dress-footguards-wo-musicians-r-f-trousers-2
y	new	British Army 0000s No.1 Dress Trousers	Trousers / Coveralls	3	date-unknown			British Army No. 1 Dress Trousers - W37 L34	https://lambrino.co.uk/products/british-army-no-1-dress-trousers-w37-l34-1
y	new	British Army 0000s No.2 Dress Brown Skirt	Trousers / Coveralls	1	date-unknown			British Army No. 2 Dress Brown Skirt - W30 L23	https://lambrino.co.uk/products/british-army-no-2-dress-brown-skirt
y	new	British Army 0000s No.2 Dress Brown Trousers	Trousers / Coveralls	1	date-unknown			British Army No. 2 Dress Brown Trousers - W38 L36	https://lambrino.co.uk/products/british-army-no-2-dress-brown-trousers
y	new	British Army 0000s No.2 FAD Barracks Brown Parade Ceremonial Dress Trousers	Trousers / Coveralls	1	date-unknown			British Army No. 2 FAD Barracks Brown Parade Ceremonial Dress Trousers	https://lambrino.co.uk/products/british-army-no2-dress-fad-barrack-brown-birdseye-parade-ceremonial-trousers
y	new	British Army 0000s No.2 FAD Barracks Brown Women's Slacks Trousers	Trousers / Coveralls	6	date-unknown			British Army No. 2 FAD Barracks Brown Women's Slacks Trousers - W32 L27	https://lambrino.co.uk/products/british-army-no-2-fad-barracks-brown-womens-slacks-trousers-5
y	new	British Army 0000s No.6 Dress Uniform Trousers	Trousers / Coveralls	4	date-unknown			British Army No. 6 Dress Uniform Trousers - W42 L31	https://lambrino.co.uk/products/british-army-no-6-dress-uniform-trousers-4
y	new	British Army 0000s No.6 Uniform Dress Trousers	Trousers / Coveralls	2	date-unknown			British Army No. 6 Uniform Dress Trousers - W37 L33	https://lambrino.co.uk/products/british-army-no-6-uniform-dress-trousers
y	new	British Army 0000s OPFOR Blue DPM Combat Trousers	Trousers / Coveralls	5	date-unknown			British Army OPFOR Blue DPM Camouflage Combat Trousers - W30 L30.5	https://lambrino.co.uk/products/british-army-opfor-blue-dpm-camouflage-combat-trousers-w30-l30-5
y	new	British Army 0000s Old No.2 Khaki Green Dress Trousers	Trousers / Coveralls	5	date-unknown			British Army Old Pattern No. 2 Khaki Green Dress Trousers - W39 L30 180/108	https://lambrino.co.uk/products/british-army-old-pattern-no-2-khaki-green-dress-trousers-3
y	new	British Army 0000s Olive Buffalo Thermal Trousers	Trousers / Coveralls	4	date-unknown			British Army Olive Buffalo Thermal Trousers - W40 L31.5	https://lambrino.co.uk/products/british-army-olive-buffalo-thermal-trousers-w-1
y	new	British Army 0000s Olive Green Fatigue Work Trousers	Trousers / Coveralls	17	date-unknown			British Army Olive Green Fatigue Work Trousers - W30 L28.5	https://lambrino.co.uk/products/british-army-olive-green-fatigue-work-trousers-11
y	new	British Army 0000s P84 DPM Combat Trousers	Trousers / Coveralls	6	date-unknown			British Army P84 DPM Camouflage Combat Trousers - W31 L32	https://lambrino.co.uk/products/british-army-p84-dpm-camouflage-combat-trousers-5
y	new	British Army 0000s P84 DPM Tailored Shorts	Trousers / Coveralls	1	date-unknown			British Army P84 DPM Camouflage Tailored Shorts - W40	https://lambrino.co.uk/products/british-army-p84-dpm-camouflage-tailored-shorts
y	new	British Army 0000s PTI Waterproof Utility Trousers	Trousers / Coveralls	1	date-unknown,fabric-unknown			British Army PTI Waterproof Utility Trousers - W36 L32	https://lambrino.co.uk/products/british-army-pti-waterproof-utility-trousers
y	new	British Army 0000s Poly Cotton Work Black Coveralls	Trousers / Coveralls	1	date-unknown			British Army Poly-Cotton Work Coveralls Black - Medium 190/100	https://lambrino.co.uk/products/british-army-poly-cotton-work-coveralls-black
y	new	British Army 0000s Poly Cotton Work Olive Green Coveralls	Trousers / Coveralls	2	date-unknown			British Army Poly-Cotton Work Coveralls Olive Green - 160/84	https://lambrino.co.uk/products/british-army-poly-cotton-work-coveralls-olive-green-1
